source,stress_score,academic_workload_score,study_time_score,sleep_hours_score,stress_trend,workload_trend,study_trend,sleep_trend,mfbi_score,burnout_risk_level,next_week_number
synthetic,0.49,0.66,8.22,71.64,0.8,0.1,-0.97,-0.75,0.37,Low,
synthetic_balance,20.05,6.77,8.59,95.65,0.6057,0.7751,-0.633,6.0832,0.6832,High,2.0
synthetic_balance,40.0,9.01,8.63,50.08,0.9491,-0.5962,-1.0102,3.2568,0.7856,High,2.0
synthetic_balance,1.7,0.94,10.63,23.77,1.8505,0.4686,0.6973,-7.8934,0.3265,Low,2.0
synthetic,20.13,6.54,1.01,54.14,1.1,0.22,-0.42,-2.44,0.4458,Moderate,
synthetic_balance,34.04,8.63,5.95,39.76,-3.6716,0.5394,0.0363,7.3922,0.6443,High,2.0
real,21.0,6.88,13.13,35.0,0.0,0.0,0.0,0.0,0.5221,Moderate,2.0
synthetic,22.04,1.75,9.61,12.28,0.21,-0.51,-0.48,7.2,0.4123,Moderate,
real,20.0,3.75,12.13,50.0,0.0,0.0,0.0,0.0,0.4651,High,4.0
synthetic_balance,1.65,9.36,2.04,21.83,-4.1866,0.5584,0.9683,-3.0664,0.3337,Low,2.0
real,20.0,5.0,18.38,55.0,0.0,0.0,0.0,0.0,0.5713,Moderate,4.0
synthetic,28.67,7.67,3.13,60.74,0.04,-0.72,-0.19,9.43,0.588,Moderate,
real,33.0,6.88,15.88,70.0,0.0,0.0,0.0,0.0,0.7121,Low,4.0
real,34.0,8.13,19.0,90.0,2.0,0.6300000000000008,0.25,25.0,0.8308,High,4.0
synthetic,16.65,0.99,9.44,89.34,-3.65,0.25,0.36,-11.77,0.5488,Moderate,
synthetic,5.89,9.76,8.4,85.77,2.22,-0.21,-0.38,-7.31,0.6701,Moderate,
synthetic_balance,29.75,4.5,8.56,75.07,3.1326,-0.1634,-0.5853,5.14,0.6898,High,3.0
synthetic,13.55,6.9,4.39,47.24,1.67,-1.76,1.23,22.57,0.4668,Moderate,
synthetic,4.47,2.57,7.78,74.76,0.78,0.08,0.27,-1.5,0.4412,Moderate,
synthetic,34.48,9.87,6.42,95.08,1.1,-0.11,0.63,4.98,0.8336,High,
synthetic,33.06,8.27,11.89,80.51,0.57,0.4,1.01,-5.1,0.8623,High,
real,30.0,5.63,18.75,95.0,0.0,0.0,0.0,0.0,0.7533,Moderate,2.0
real,8.0,3.13,7.5,20.0,0.0,0.0,0.0,0.0,0.2532,Low,4.0
synthetic_balance,4.38,5.05,6.82,12.88,-5.3009,0.6839,1.1816,-1.5175,0.3155,Low,2.0
real,37.0,6.88,25.0,80.0,17.0,1.25,15.0,30.0,0.8533,Low,3.0
synthetic_balance,0.0,2.87,5.51,47.83,0.8438,0.0085,0.9382,4.9103,0.2947,Low,2.0
synthetic,8.33,4.83,5.81,69.12,-3.21,-0.1,-1.3,-1.49,0.4667,Low,
synthetic,9.53,5.14,0.79,95.0,-1.88,-0.4,-0.42,-7.83,0.4419,Low,
real,22.0,5.0,6.88,40.0,0.0,0.0,0.0,0.0,0.4313,Moderate,4.0
synthetic,27.88,0.9,11.48,98.86,2.16,-0.15,-0.62,11.53,0.6832,Moderate,
synthetic_balance,33.08,4.35,10.96,70.89,-3.7591,-0.2357,-0.2673,-12.4119,0.7644,High,3.0
real,17.0,5.0,13.13,35.0,9.0,3.12,8.75,15.0,0.4501,High,4.0
synthetic_balance,21.98,5.33,11.66,79.12,3.1166,1.2774,1.3003,-5.6452,0.7166,High,2.0
real,17.0,3.75,12.13,65.0,0.0,0.0,0.0,0.0,0.4838,High,2.0
synthetic_balance,1.2,3.76,2.89,69.06,1.2733,0.4785,-1.453,5.5029,0.3279,Low,2.0
synthetic_balance,18.07,2.01,7.27,0.0,1.0383,-0.2313,0.61,-6.03,0.3134,Low,3.0
synthetic,20.96,4.67,0.79,89.2,-1.02,-0.21,-1.19,2.08,0.4872,Moderate,
real,30.0,6.25,21.88,95.0,20.0,4.37,15.38,70.0,0.8,High,3.0
synthetic,6.01,9.66,8.99,43.49,1.75,0.09,0.17,-1.2,0.5751,Moderate,
synthetic,23.46,4.81,10.87,41.34,2.9,1.58,-0.68,-20.79,0.5967,Moderate,
real,8.0,1.88,3.75,10.0,-23.0,-6.87,-9.0,-65.0,0.1595,High,4.0
synthetic_balance,39.42,8.87,6.21,74.69,-0.7282,-1.0663,-0.3811,-0.9343,0.7621,High,3.0
real,16.0,3.13,1.25,45.0,8.0,0.6299999999999999,-3.13,35.0,0.3033,Moderate,3.0
real,32.0,7.5,18.75,65.0,8.0,3.12,6.0,15.0,0.7375,High,3.0
synthetic,28.59,2.68,5.22,88.28,-5.77,0.49,-0.16,10.42,0.5752,Moderate,
synthetic,12.28,7.23,5.67,28.77,-1.5,0.7,0.56,-4.63,0.4475,Moderate,
synthetic,32.36,3.8,4.23,79.39,-5.29,0.22,-1.13,-9.36,0.584,Moderate,
real,10.0,1.88,1.25,30.0,0.0,0.0,0.0,0.0,0.197,High,2.0
synthetic_balance,13.2,8.78,11.13,60.82,2.4072,0.4805,-0.3343,-7.3797,0.7015,High,2.0
synthetic_balance,40.0,5.21,9.97,95.09,-2.1653,-0.2121,-0.5143,5.5293,0.8363,High,2.0
synthetic,4.18,5.4,5.49,11.43,-0.13,0.7,0.53,3.88,0.304,Low,
synthetic,7.27,3.57,10.73,56.31,2.08,-0.53,0.72,-12.76,0.4992,Moderate,
real,21.0,3.75,18.38,50.0,0.0,0.0,0.0,0.0,0.5338,High,4.0
real,31.0,6.88,25.0,75.0,7.0,1.25,6.620000000000001,25.0,0.8033,Moderate,4.0
real,20.0,5.63,13.13,50.0,0.0,0.0,0.0,0.0,0.5221,High,2.0
synthetic_balance,32.51,3.71,1.88,27.51,1.1296,-0.0278,-0.928,-3.9692,0.3801,Low,2.0
real,13.0,0.63,3.75,20.0,0.0,0.0,0.0,0.0,0.1845,High,4.0
synthetic_balance,9.02,0.6,3.01,2.9,-0.1488,-0.6156,0.6577,-11.1943,0.1645,Low,3.0
real,13.0,1.88,4.38,30.0,-11.0,-6.87,-20.62,-40.0,0.2471,Low,4.0
synthetic,13.72,2.49,0.84,53.33,0.93,-1.82,1.49,-1.87,0.2987,Low,
synthetic_balance,15.15,0.0,9.17,13.35,-2.5759,-0.6006,-0.1139,-3.4963,0.3242,Low,2.0
synthetic_balance,34.06,9.32,4.6,56.01,4.7551,2.1246,-0.5616,-4.4726,0.6978,High,2.0
real,33.0,6.88,15.25,80.0,0.0,0.0,0.0,0.0,0.7308,Low,4.0
synthetic,11.12,0.48,1.28,51.42,0.32,0.42,0.04,-8.02,0.2367,Low,
real,21.0,5.63,12.75,55.0,3.0,0.6299999999999999,-0.3800000000000008,25.0,0.537,Moderate,3.0
real,24.0,6.25,18.38,60.0,0.0,0.0,0.0,0.0,0.6401,Moderate,2.0
synthetic,18.29,5.65,2.7,86.06,-5.34,-0.35,-0.81,8.03,0.5271,Moderate,
synthetic_balance,39.43,9.1,8.74,55.12,1.9195,-0.5936,-0.846,1.6172,0.7758,High,2.0
real,20.0,6.25,9.63,35.0,0.0,0.0,0.0,0.0,0.4651,Low,2.0
synthetic_balance,21.29,1.93,4.89,38.38,-4.0696,-0.992,0.0155,4.0087,0.359,Low,2.0
real,13.0,1.88,6.5,20.0,0.0,0.0,0.0,0.0,0.2433,Moderate,4.0
synthetic,19.36,9.68,1.52,89.9,0.94,-0.41,0.65,5.82,0.6195,Moderate,
real,22.0,6.88,15.88,55.0,13.0,5.0,9.38,25.0,0.6058,Moderate,4.0
real,17.0,6.25,18.38,55.0,-11.0,-2.5,-0.620000000000001,-30.0,0.5838,Moderate,3.0
synthetic_balance,19.08,3.76,1.77,17.62,0.4932,-0.6511,-0.9537,-0.0847,0.2665,Low,2.0
synthetic_balance,19.35,2.3,5.67,41.78,-3.7516,-0.6943,-0.6274,1.6745,0.407,Low,2.0
synthetic,3.53,6.01,10.8,95.34,-0.8,0.3,0.49,-6.74,0.6356,Moderate,
synthetic,8.97,5.35,0.71,33.26,4.0,-0.2,-1.23,4.21,0.2878,Low,
real,22.0,6.25,7.5,70.0,0.0,0.0,0.0,0.0,0.5438,High,2.0
real,20.0,4.38,15.88,35.0,0.0,0.0,0.0,0.0,0.4808,Moderate,2.0
synthetic,29.66,2.88,7.41,64.57,-2.13,-0.13,0.25,2.86,0.5733,Moderate,
real,11.0,2.5,7.5,25.0,0.0,0.0,0.0,0.0,0.2688,Low,4.0
synthetic_balance,17.3,4.89,3.44,9.73,0.342,-1.2521,-0.9045,-4.5266,0.3018,Low,2.0
synthetic,6.53,7.31,11.78,68.92,-1.16,0.25,0.32,11.05,0.6412,Moderate,
synthetic,8.01,5.7,4.17,40.47,-0.61,0.73,0.16,11.8,0.3806,Moderate,
real,26.0,8.13,19.0,65.0,15.0,6.250000000000001,12.12,25.0,0.7182,High,4.0
synthetic,29.46,9.15,6.35,24.76,-3.34,1.15,0.95,-12.37,0.607,Moderate,
synthetic,5.63,7.3,0.82,63.65,-3.01,-0.63,-0.3,3.39,0.3939,Low,
synthetic_balance,31.99,3.16,11.4,48.23,2.4985,0.4097,1.6016,-2.9349,0.6604,High,2.0
synthetic,3.87,4.18,11.74,32.25,3.25,0.02,-0.76,-10.49,0.4539,Moderate,
real,11.0,1.25,3.75,25.0,-17.0,-8.13,-12.13,-55.0,0.2,Moderate,4.0
synthetic,39.72,8.54,8.81,55.06,1.51,-0.77,-1.0,2.68,0.7829,High,
real,30.0,7.5,21.88,75.0,6.0,3.75,9.749999999999998,40.0,0.7813,Moderate,4.0
synthetic,26.04,4.26,2.02,68.03,-5.86,-0.61,0.08,-1.11,0.4813,Moderate,
synthetic_balance,35.59,4.73,9.25,73.38,-2.1195,-0.8335,-0.0259,1.1306,0.732,High,2.0
synthetic_balance,5.0,0.94,8.25,6.35,-5.1258,1.0397,-0.5055,-2.9472,0.2591,Low,2.0
synthetic_balance,17.21,0.72,6.52,22.22,1.0347,0.2275,0.1309,6.6932,0.3294,Low,3.0
synthetic,32.71,2.73,8.2,73.05,-0.82,-0.59,-0.25,-7.85,0.6261,Moderate,
synthetic_balance,18.58,8.67,9.85,100.0,-1.5578,0.7244,-0.3004,-6.3692,0.7654,High,2.0
real,24.0,3.75,18.38,55.0,10.0,1.87,5.629999999999999,25.0,0.5651,Moderate,3.0
synthetic_balance,22.23,9.34,10.58,100.0,3.3576,0.6074,0.2727,3.7835,0.8476,High,3.0
real,29.0,8.75,18.38,70.0,0.0,0.0,0.0,0.0,0.7588,Low,2.0
synthetic,11.34,2.77,11.94,30.93,-2.67,-0.73,-0.18,1.2,0.4662,Moderate,
synthetic_balance,31.58,4.22,11.26,96.76,-0.1685,-0.0645,0.6331,0.9162,0.7813,High,2.0
real,30.0,9.38,18.75,80.0,15.0,4.380000000000001,2.869999999999999,30.0,0.8095,Low,4.0
real,33.0,8.13,25.0,85.0,0.0,0.0,0.0,0.0,0.872,Low,4.0
synthetic,24.88,2.02,1.76,33.83,-0.94,-2.45,-0.52,4.69,0.3272,Low,
synthetic_balance,26.87,5.0,9.41,69.43,1.425,-0.1733,1.4905,3.9021,0.6797,High,2.0
synthetic,38.67,1.52,3.18,44.6,2.5,0.5,1.19,-13.38,0.4574,Moderate,
synthetic,38.59,2.21,8.82,35.78,0.58,-0.37,0.98,1.2,0.5695,Moderate,
synthetic,0.62,7.44,1.86,57.54,-1.05,1.45,-0.07,-7.83,0.3725,Moderate,
synthetic_balance,38.38,8.6,5.23,77.99,-0.0437,-1.3317,-0.4508,-1.741,0.7585,High,2.0
synthetic,14.64,7.04,4.07,80.6,-2.16,1.28,-0.02,1.18,0.5537,Moderate,
synthetic_balance,32.34,4.63,10.81,92.43,-0.5186,-0.1557,0.5974,-1.0567,0.765,High,2.0
synthetic,35.2,0.1,5.99,19.64,0.93,0.38,-0.5,-1.38,0.3965,Moderate,
real,13.0,3.75,10.0,35.0,-8.0,-1.88,-2.130000000000001,-20.0,0.3625,Low,4.0
synthetic_balance,40.0,8.01,8.71,55.27,1.2408,-0.912,-0.9598,1.3892,0.7866,High,2.0
synthetic_balance,27.45,8.4,9.54,59.51,-0.2253,0.8027,0.021,6.2316,0.752,High,2.0
synthetic_balance,26.64,2.94,1.63,19.83,2.658,-0.3256,-0.1838,-8.3737,0.3361,Low,2.0
synthetic,31.95,2.51,4.86,63.34,1.87,-0.01,-1.82,-10.3,0.5221,Moderate,
synthetic,36.23,9.59,10.76,27.67,4.64,-0.05,-0.03,7.74,0.7594,High,
synthetic,8.63,0.77,6.97,21.44,1.16,1.24,0.13,-3.8,0.272,Low,
synthetic,38.67,8.66,5.65,75.32,-0.41,-1.31,-0.58,-1.22,0.7642,High,
synthetic_balance,22.7,5.49,12.24,82.28,3.3729,1.4203,1.2552,-7.7882,0.704,High,2.0
synthetic,38.58,2.78,4.26,44.18,-3.26,0.67,-1.33,10.04,0.5097,Moderate,
synthetic_balance,28.03,8.76,11.13,96.1,0.4592,1.4707,0.9637,-0.0953,0.8671,High,2.0
real,13.0,2.5,4.38,15.0,-6.0,-1.25,-10.87,-45.0,0.2251,Moderate,4.0
synthetic_balance,33.35,8.51,8.5,87.1,3.9888,0.5239,-0.415,7.8305,0.8261,High,3.0
real,9.0,0.63,9.63,20.0,0.0,0.0,0.0,0.0,0.2183,High,2.0
real,21.0,3.75,15.25,55.0,0.0,0.0,0.0,0.0,0.515,Moderate,4.0
synthetic,14.56,8.53,1.73,62.9,2.31,0.46,1.3,4.55,0.4974,Moderate,
real,20.0,3.75,6.88,45.0,0.0,0.0,0.0,0.0,0.4,High,2.0
synthetic_balance,39.22,4.39,10.41,83.66,-1.7223,-0.5648,1.0239,-8.5307,0.7757,High,3.0
synthetic,24.12,5.14,9.8,87.2,3.23,-1.5,-1.34,-7.05,0.7014,Moderate,
synthetic_balance,2.87,5.27,5.6,9.16,-0.5661,0.6335,0.5627,4.4374,0.313,Low,2.0
real,9.0,1.88,3.75,25.0,0.0,0.0,0.0,0.0,0.2033,Moderate,2.0
synthetic,30.84,9.83,7.0,26.76,3.47,-0.58,-1.6,2.71,0.6512,Moderate,
synthetic_balance,32.02,8.73,7.92,43.06,0.3602,-0.1959,0.6839,7.9517,0.6858,High,2.0
synthetic,16.0,2.08,11.99,20.43,-3.83,-0.38,-0.19,6.74,0.453,Moderate,
synthetic,17.03,1.23,2.45,85.15,-5.27,-0.91,0.44,10.88,0.401,Moderate,
synthetic,8.61,0.74,6.72,54.96,2.46,-0.37,1.2,1.25,0.3496,Low,
synthetic_balance,18.36,3.19,3.73,26.2,2.2197,-1.3413,1.4718,1.7094,0.3089,Low,2.0
real,16.0,6.25,15.25,65.0,0.0,0.0,0.0,0.0,0.5712,Low,2.0
real,9.0,2.5,6.88,35.0,0.0,0.0,0.0,0.0,0.2751,Low,2.0
synthetic,22.92,7.18,8.23,76.98,0.03,-0.33,0.38,5.51,0.6868,High,
real,21.0,6.88,9.63,50.0,9.0,4.38,-3.119999999999999,30.0,0.5246,High,4.0
synthetic,26.65,2.57,5.85,99.71,-1.95,-0.56,-0.53,-3.03,0.6019,Moderate,
synthetic,34.42,6.08,9.62,71.52,-0.74,0.28,1.5,-13.59,0.7463,High,
synthetic_balance,38.37,2.93,7.4,85.8,0.2086,0.938,0.1437,0.1681,0.6745,High,2.0
synthetic,31.82,1.9,5.83,34.64,-3.97,-1.65,0.2,1.79,0.4544,Low,
synthetic,36.58,6.6,3.32,95.0,0.1,-0.36,0.69,9.63,0.7004,High,
real,21.0,4.38,18.38,55.0,9.0,1.25,11.88,30.0,0.562,High,4.0
real,28.0,9.38,15.88,80.0,19.0,7.500000000000001,3.130000000000001,70.0,0.7683,Low,3.0
synthetic_balance,30.29,2.3,8.45,11.83,-1.0038,-2.0451,-0.5346,-2.6918,0.4707,Low,2.0
synthetic_balance,22.8,0.97,7.09,0.0,0.7758,-0.241,0.4142,-5.6841,0.3163,Low,2.0
synthetic_balance,9.28,2.57,9.78,28.49,-1.4104,-0.2034,-1.5061,-3.4639,0.3822,Low,2.0
synthetic_balance,9.54,2.17,0.96,74.23,-2.1031,0.1444,-0.8009,-6.1819,0.332,Low,2.0
real,10.0,3.13,9.63,25.0,0.0,0.0,0.0,0.0,0.2996,High,4.0
synthetic_balance,33.61,3.26,11.47,53.77,2.4644,0.2862,1.4474,-2.6639,0.6517,High,2.0
synthetic,31.36,0.53,0.82,83.3,3.99,-0.04,0.72,-2.32,0.4345,Moderate,
synthetic,35.73,3.25,3.26,40.28,-1.32,0.05,0.42,1.05,0.4731,Moderate,
synthetic_balance,40.0,1.05,11.92,62.98,2.9333,0.3598,-0.751,12.116,0.6975,High,3.0
synthetic,12.13,3.52,2.61,4.72,0.58,0.23,0.91,-0.29,0.2299,Low,
synthetic_balance,37.35,6.97,7.51,92.48,-3.3248,0.1462,-0.3194,4.1087,0.8192,High,3.0
synthetic_balance,2.49,5.18,5.43,9.52,-0.2066,0.626,0.4719,3.8288,0.2902,Low,3.0
synthetic_balance,2.95,2.68,3.95,48.96,-0.7851,0.2554,0.6537,3.2351,0.2537,Low,3.0
synthetic,39.1,6.69,2.11,75.9,0.99,-0.24,0.86,3.72,0.6453,Moderate,
real,32.0,9.38,18.75,75.0,0.0,0.0,0.0,0.0,0.8095,Low,4.0
synthetic,35.08,5.11,9.3,76.59,-1.95,-0.98,-0.09,0.89,0.7322,High,
real,9.0,3.13,6.5,25.0,-7.0,-3.12,-8.75,-40.0,0.262,High,3.0
synthetic_balance,24.86,6.28,8.45,86.01,-1.8347,0.0866,-0.1039,12.3972,0.6937,High,2.0
synthetic,38.92,4.18,10.98,80.62,-1.71,-0.59,1.04,-10.23,0.7779,High,
synthetic,35.71,7.63,3.38,1.37,-4.94,-1.2,0.77,-4.09,0.4878,Moderate,
synthetic,30.75,9.71,7.75,72.09,-2.35,-0.79,0.13,0.08,0.7766,High,
synthetic_balance,8.15,10.0,10.22,75.56,-7.1332,1.0643,-1.0578,7.9869,0.6991,High,3.0
synthetic_balance,11.96,7.42,3.34,16.93,-1.935,0.3103,-0.4021,6.5537,0.3701,Low,3.0
synthetic_balance,9.12,5.68,1.26,29.94,1.2745,-0.2131,-1.9775,6.2254,0.2901,Low,3.0
synthetic_balance,34.22,0.91,11.63,100.0,-4.3447,0.9709,-1.4636,-9.5776,0.7383,High,3.0
real,14.0,4.38,18.38,45.0,0.0,0.0,0.0,0.0,0.4933,High,2.0
real,20.0,7.5,12.13,45.0,0.0,0.0,0.0,0.0,0.5463,Moderate,2.0
synthetic,1.9,9.03,2.01,24.24,-3.54,0.5,0.97,-1.88,0.34,Low,
synthetic_balance,11.16,0.11,7.21,50.65,2.5496,-0.2445,1.0885,0.3981,0.3477,Low,2.0
synthetic_balance,6.2,0.0,4.6,41.78,-3.856,1.1189,0.3101,10.2997,0.2186,Low,3.0
synthetic,5.98,0.25,3.94,40.13,-3.36,1.23,0.32,10.12,0.226,Low,
synthetic_balance,35.07,5.53,9.5,76.7,-2.1338,-1.0245,-0.2198,-0.3073,0.709,High,2.0
real,9.0,3.75,7.5,35.0,-6.0,0.0,6.25,0.0,0.3125,Moderate,4.0
real,26.0,6.88,25.0,85.0,0.0,0.0,0.0,0.0,0.797,High,4.0
synthetic_balance,23.77,2.95,3.11,17.95,0.5322,0.3283,-0.4998,-7.3722,0.3291,Low,3.0
synthetic,10.69,1.82,8.1,69.24,-0.59,-0.54,0.5,-4.18,0.4542,Moderate,
real,10.0,1.88,9.63,25.0,0.0,-0.6200000000000001,-3.119999999999999,-5.0,0.2683,Low,4.0
synthetic,9.27,4.22,7.03,67.42,0.56,-0.59,0.48,11.75,0.4785,Moderate,
synthetic_balance,37.13,8.79,7.66,34.01,3.2197,0.8072,-0.2989,-14.067,0.7177,High,2.0
synthetic_balance,34.48,8.74,9.48,80.84,4.1161,0.4616,-0.5832,9.4074,0.8233,High,2.0
real,19.0,6.25,9.63,65.0,0.0,0.0,0.0,0.0,0.5338,Moderate,4.0
synthetic,19.99,5.6,10.29,8.29,0.04,0.99,-0.06,3.95,0.5,Moderate,
synthetic,14.88,7.76,6.0,24.01,0.29,0.12,-0.83,-19.47,0.472,Moderate,
synthetic,16.09,2.82,3.8,24.88,2.67,-1.22,1.44,0.74,0.3122,Low,
real,30.0,8.75,15.88,75.0,-1.0,3.12,-5.619999999999999,-5.0,0.7526,High,3.0
synthetic,15.92,4.05,7.92,96.19,-1.79,0.13,-0.84,16.3,0.6063,Moderate,
synthetic,26.91,7.6,2.97,13.5,1.21,0.32,0.97,2.43,0.4537,Moderate,
synthetic,3.61,0.62,7.81,86.67,-2.99,0.12,-0.3,-1.87,0.4176,Moderate,
synthetic,30.32,8.47,1.31,63.11,-2.07,-0.65,0.6,-15.57,0.5864,Moderate,
synthetic_balance,10.57,1.1,9.14,55.81,-0.5929,-0.1713,-0.2199,-6.9816,0.428,Low,2.0
synthetic_balance,13.03,0.86,0.04,39.98,-0.4108,0.5903,-0.0159,-4.0695,0.2378,Low,2.0
synthetic_balance,2.33,2.92,5.65,42.59,1.1911,-0.0378,-0.4621,6.4572,0.3355,Low,2.0
synthetic_balance,12.89,1.04,10.28,12.74,1.0466,-0.1637,1.307,0.3475,0.3558,Low,3.0
synthetic_balance,36.76,9.45,3.21,67.32,0.9618,0.1325,-0.3517,-12.4656,0.7119,High,2.0
synthetic,27.9,2.86,6.9,90.88,2.84,-0.56,0.86,13.09,0.6166,Moderate,
real,9.0,2.5,12.75,25.0,0.0,0.0,0.0,0.0,0.3087,Low,4.0
real,31.0,8.13,21.88,75.0,0.0,0.0,0.0,0.0,0.8033,Moderate,2.0
synthetic,22.52,5.55,7.88,56.98,1.88,-0.21,-0.19,0.86,0.5863,Moderate,
real,31.0,8.13,21.5,80.0,0.0,0.0,0.0,0.0,0.812,Low,2.0
synthetic,17.61,3.33,10.19,54.1,-2.67,-1.23,-0.04,9.66,0.541,Moderate,
synthetic,14.48,0.57,5.54,50.32,7.53,-1.33,-0.3,1.56,0.3459,Low,
synthetic,35.16,0.77,10.37,2.6,4.28,-0.08,0.09,11.96,0.4615,Moderate,
real,29.0,10.0,21.5,75.0,17.0,8.120000000000001,17.12,45.0,0.8338,Low,3.0
synthetic,24.1,2.67,8.15,77.96,-2.39,-0.07,1.15,9.55,0.5822,Moderate,
real,8.0,5.0,12.75,25.0,0.0,0.0,0.0,0.0,0.365,Low,2.0
synthetic_balance,0.0,3.85,3.33,73.09,1.2478,0.6296,-1.3486,7.277,0.3485,Low,2.0
real,18.0,5.0,13.13,30.0,0.0,0.0,0.0,0.0,0.4438,Moderate,2.0
real,14.0,2.5,12.75,20.0,0.0,0.0,0.0,0.0,0.3275,High,4.0
synthetic,1.67,7.33,9.53,69.92,0.54,-0.57,0.85,-5.3,0.5671,Moderate,
synthetic_balance,9.92,5.2,1.14,26.64,0.562,-0.0663,-1.7663,7.1737,0.2984,Low,2.0
synthetic,4.61,2.13,8.12,43.45,5.65,0.65,-0.07,8.41,0.3597,Moderate,
real,32.0,8.75,25.0,60.0,14.0,4.37,12.87,-15.0,0.8188,Moderate,3.0
real,32.0,5.63,19.0,75.0,0.0,0.0,0.0,0.0,0.7183,Moderate,2.0
synthetic,16.11,5.23,10.56,27.95,-2.19,-0.1,-0.25,19.46,0.5213,Moderate,
synthetic_balance,35.74,9.85,4.62,61.74,0.4614,0.5932,0.1125,-9.4345,0.713,High,2.0
synthetic_balance,36.03,8.64,11.68,57.31,-2.136,0.1908,1.154,-8.3305,0.8116,High,2.0
synthetic,31.08,7.81,4.04,68.06,-0.61,-0.78,-1.14,3.73,0.6439,Moderate,
synthetic,17.87,8.35,9.83,97.0,-1.17,0.73,-0.29,-6.44,0.7677,High,
synthetic_balance,7.92,5.04,1.25,16.1,5.1417,0.2547,-1.2696,3.8684,0.2687,Low,3.0
synthetic,28.6,9.06,5.33,73.55,-5.56,0.05,0.85,-1.33,0.7003,Moderate,
real,19.0,6.25,15.25,35.0,-13.0,-2.5,-9.75,-25.0,0.515,Moderate,4.0
synthetic,18.92,7.05,0.98,69.17,-1.2,1.04,0.28,-27.55,0.4879,Moderate,
synthetic,1.68,2.59,3.67,45.53,-1.21,0.35,0.61,3.04,0.2655,Low,
synthetic_balance,9.21,1.27,3.53,74.61,0.1079,-0.3578,-1.1082,10.4725,0.4016,Low,2.0
synthetic,9.2,5.72,1.56,13.37,5.1,0.22,-1.1,3.53,0.2664,Low,
synthetic_balance,12.4,9.27,11.02,64.61,2.2156,0.2712,-0.1381,-5.264,0.7052,High,3.0
synthetic_balance,17.13,8.37,9.88,92.47,-1.0356,0.844,-0.4348,-7.3318,0.7808,High,3.0
real,22.0,5.0,15.25,50.0,5.0,-1.25,-3.129999999999999,-5.0,0.54,High,4.0
synthetic,35.39,1.42,10.26,86.19,1.79,0.3,-0.09,-3.37,0.6859,High,
synthetic_balance,36.56,1.09,11.32,100.0,-3.308,1.0291,-1.2212,-10.3114,0.7309,High,2.0
real,25.0,3.13,12.13,50.0,1.0,-3.75,-1.0,5.0,0.4808,High,3.0
synthetic_balance,0.0,7.86,5.62,13.06,-3.2057,-0.8365,-0.9194,5.2501,0.3742,Low,2.0
synthetic,10.02,9.62,9.32,91.66,5.04,0.86,-1.01,-10.21,0.7264,High,
real,14.0,1.25,12.75,35.0,-5.0,-2.5,0.0,-5.0,0.3338,Moderate,4.0
real,24.0,6.88,13.13,45.0,0.0,0.0,0.0,0.0,0.5658,Moderate,2.0
synthetic,6.61,5.59,2.2,80.97,-1.79,-0.4,2.2,12.82,0.4294,Moderate,
synthetic,12.72,5.95,3.43,16.01,-1.07,-0.33,-2.33,1.65,0.3398,Low,
synthetic_balance,34.63,8.03,11.97,84.94,13.7666,2.8208,-2.4985,43.5045,0.6858,Low,2.0
synthetic_balance,1.38,3.3,5.15,43.24,1.2618,0.2368,-0.4923,6.6995,0.3397,Low,2.0
synthetic_balance,13.44,0.87,11.1,29.57,-2.6359,1.1714,0.36,8.348,0.3614,Low,2.0
synthetic_balance,10.65,4.89,0.46,95.21,-2.0786,-0.4048,-0.4311,-8.9145,0.4427,Low,3.0
real,19.0,6.25,13.13,45.0,0.0,0.0,0.0,0.0,0.5188,Moderate,4.0
real,20.0,6.25,15.88,45.0,-11.0,-1.8800000000000008,3.130000000000001,-35.0,0.5526,High,3.0
synthetic,37.01,9.54,4.62,4.39,5.15,1.31,0.26,-0.9,0.5769,Moderate,
synthetic,11.55,2.45,9.76,75.32,1.87,0.23,-0.73,6.83,0.525,Moderate,
synthetic,26.94,4.04,4.16,22.04,-1.41,0.38,0.53,-3.67,0.4111,Moderate,
synthetic_balance,22.92,5.94,7.66,88.25,-1.6421,0.0809,-0.1125,14.4948,0.6919,High,3.0
real,32.0,6.88,19.0,80.0,0.0,0.0,0.0,0.0,0.762,Low,2.0
synthetic_balance,8.82,3.77,4.59,35.67,2.7975,-0.1137,-0.4293,-0.7922,0.3825,Low,2.0
synthetic,31.93,5.0,5.0,11.37,3.92,-0.26,0.38,11.78,0.457,Moderate,
real,10.0,2.5,6.5,30.0,0.0,0.0,0.0,0.0,0.265,High,2.0
real,31.0,8.13,21.5,70.0,0.0,0.0,0.0,0.0,0.787,Low,2.0
synthetic_balance,11.06,1.92,3.93,79.63,0.1406,-0.3471,-1.3854,9.3389,0.4045,Low,2.0
real,17.0,5.0,18.38,40.0,0.0,0.0,0.0,0.0,0.5151,Moderate,2.0
synthetic,16.27,6.02,0.82,56.52,1.7,0.29,0.48,-1.98,0.4106,Moderate,
real,7.0,1.88,4.38,15.0,0.0,0.0,0.0,0.0,0.1721,Moderate,4.0
synthetic_balance,36.17,8.24,6.23,36.82,-3.5513,0.8089,-0.042,8.6396,0.6529,High,2.0
real,24.0,8.75,25.0,70.0,-3.0,1.87,6.620000000000001,-10.0,0.7938,Low,3.0
